well_ID,Reaction_ID,analyte_smiles,analyte_class,data_entry,data_type,data_units,data_description
A1,SAW2140-6-A1-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,1.489,Retention Time,min,Time at which compound elutes
A1,SAW2140-6-A1-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,274.27,ES+,Da/Q,Positive m/z
A1,SAW2140-6-A1-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,-,ES-,Da/Q,Negative m/z
A1,SAW2140-6-A1-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,9.68,Percentage Area,%,LCMS UV Peak percentage area
A1,SAW2140-6-A1-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,144698.4688,Area Absolute,AU,LCMS UV Peak absolute area
A1,SAW2140-6-A1-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,2,Expected Amount,umol,Amount of analyte expected in plate.
A1,SAW2140-6-A1-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,91-73-6,Analyte ID,N/A,ID of analyte in well.
A1,SAW2140-6-A1-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,Dibenzylaniline,Analyte Name,N/A,Name of analyte in well.
A2,SAW2140-6-A2-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Retention Time,min,Time at which compound elutes
A2,SAW2140-6-A2-A1,Brc1cnc2ccccc2c1,limiting reactant,0,ES+,Da/Q,Positive m/z
A2,SAW2140-6-A2-A1,Brc1cnc2ccccc2c1,limiting reactant,0,ES-,Da/Q,Negative m/z
A2,SAW2140-6-A2-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Percentage Area,%,LCMS UV Peak percentage area
A2,SAW2140-6-A2-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Area Absolute,AU,LCMS UV Peak absolute area
A2,SAW2140-6-A2-A1,Brc1cnc2ccccc2c1,limiting reactant,10,Expected Amount,umol,Amount of analyte expected in plate.
A2,SAW2140-6-A2-A1,C1COCCO1,solvent1,100,Expected Amount,uL,Amount of analyte expected in plate.
A2,SAW2140-6-A2-A1,C1COCCO1,solvent1,123-91-1,Analyte ID,N/A,ID of analyte in well.
A2,SAW2140-6-A2-A1,C1COCCO1,solvent1,Dioxane,Analyte Name,N/A,Name of analyte in well.
A2,SAW2140-6-A2-A1,COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N,catalyst,1,Expected Amount,umol,Amount of analyte expected in plate.
A2,SAW2140-6-A2-A1,COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N,catalyst,1445085-82-4,Analyte ID,N/A,ID of analyte in well.
A2,SAW2140-6-A2-A1,COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N,catalyst,SPhos Pd G3,Analyte Name,N/A,Name of analyte in well.
A2,SAW2140-6-A2-A1,CSC.[Cu]Br,catalyst,0.1,Expected Amount,umol,Amount of analyte expected in plate.
A2,SAW2140-6-A2-A1,CSC.[Cu]Br,catalyst,54678-23-8,Analyte ID,N/A,ID of analyte in well.
A2,SAW2140-6-A2-A1,Impurity0,impurity,0.3682,Retention Time,min,Time at which compound elutes
A2,SAW2140-6-A2-A1,Impurity0,impurity,0,ES+,Da/Q,Positive m/z
A2,SAW2140-6-A2-A1,Impurity0,impurity,0,ES-,Da/Q,Negative m/z
A2,SAW2140-6-A2-A1,Impurity0,impurity,2.62,Percentage Area,%,LCMS UV Peak percentage area
A2,SAW2140-6-A2-A1,Impurity0,impurity,53415.7852,Area Absolute,AU,LCMS UV Peak absolute area
A2,SAW2140-6-A2-A1,Impurity1,impurity,0.4165,Retention Time,min,Time at which compound elutes
A2,SAW2140-6-A2-A1,Impurity1,impurity,0,ES+,Da/Q,Positive m/z
A2,SAW2140-6-A2-A1,Impurity1,impurity,0,ES-,Da/Q,Negative m/z
A2,SAW2140-6-A2-A1,Impurity1,impurity,2.02,Percentage Area,%,LCMS UV Peak percentage area
A2,SAW2140-6-A2-A1,Impurity1,impurity,41338.4453,Area Absolute,AU,LCMS UV Peak absolute area
A2,SAW2140-6-A2-A1,Impurity10,impurity,1.1274,Retention Time,min,Time at which compound elutes
A2,SAW2140-6-A2-A1,Impurity10,impurity,0,ES+,Da/Q,Positive m/z
A2,SAW2140-6-A2-A1,Impurity10,impurity,0,ES-,Da/Q,Negative m/z
A2,SAW2140-6-A2-A1,Impurity10,impurity,2.45,Percentage Area,%,LCMS UV Peak percentage area
A2,SAW2140-6-A2-A1,Impurity10,impurity,49978.8789,Area Absolute,AU,LCMS UV Peak absolute area
A2,SAW2140-6-A2-A1,Impurity13,impurity,1.4103,Retention Time,min,Time at which compound elutes
A2,SAW2140-6-A2-A1,Impurity13,impurity,0,ES+,Da/Q,Positive m/z
A2,SAW2140-6-A2-A1,Impurity13,impurity,0,ES-,Da/Q,Negative m/z
A2,SAW2140-6-A2-A1,Impurity13,impurity,18.53,Percentage Area,%,LCMS UV Peak percentage area
A2,SAW2140-6-A2-A1,Impurity13,impurity,378459.375,Area Absolute,AU,LCMS UV Peak absolute area
A2,SAW2140-6-A2-A1,Impurity5,impurity,0.7869,Retention Time,min,Time at which compound elutes
A2,SAW2140-6-A2-A1,Impurity5,impurity,0,ES+,Da/Q,Positive m/z
A2,SAW2140-6-A2-A1,Impurity5,impurity,0,ES-,Da/Q,Negative m/z
A2,SAW2140-6-A2-A1,Impurity5,impurity,38.66,Percentage Area,%,LCMS UV Peak percentage area
A2,SAW2140-6-A2-A1,Impurity5,impurity,789599.1875,Area Absolute,AU,LCMS UV Peak absolute area
A2,SAW2140-6-A2-A1,Impurity6,impurity,0.8224,Retention Time,min,Time at which compound elutes
A2,SAW2140-6-A2-A1,Impurity6,impurity,0,ES+,Da/Q,Positive m/z
A2,SAW2140-6-A2-A1,Impurity6,impurity,0,ES-,Da/Q,Negative m/z
A2,SAW2140-6-A2-A1,Impurity6,impurity,19.15,Percentage Area,%,LCMS UV Peak percentage area
A2,SAW2140-6-A2-A1,Impurity6,impurity,391126.0,Area Absolute,AU,LCMS UV Peak absolute area
A2,SAW2140-6-A2-A1,Impurity9,impurity,1.0644,Retention Time,min,Time at which compound elutes
A2,SAW2140-6-A2-A1,Impurity9,impurity,0,ES+,Da/Q,Positive m/z
A2,SAW2140-6-A2-A1,Impurity9,impurity,0,ES-,Da/Q,Negative m/z
A2,SAW2140-6-A2-A1,Impurity9,impurity,2.31,Percentage Area,%,LCMS UV Peak percentage area
A2,SAW2140-6-A2-A1,Impurity9,impurity,47211.2813,Area Absolute,AU,LCMS UV Peak absolute area
A2,SAW2140-6-A2-A1,O=C([O-])[O-].[Cs+].[Cs+],base,20,Expected Amount,umol,Amount of analyte expected in plate.
A2,SAW2140-6-A2-A1,O=C([O-])[O-].[Cs+].[Cs+],base,534-17-8,Analyte ID,N/A,ID of analyte in well.
A2,SAW2140-6-A2-A1,O=C([O-])[O-].[Cs+].[Cs+],base,Cesium Carbonate,Analyte Name,N/A,Name of analyte in well.
A2,SAW2140-6-A2-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,0,Retention Time,min,Time at which compound elutes
A2,SAW2140-6-A2-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,0,ES+,Da/Q,Positive m/z
A2,SAW2140-6-A2-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,0,ES-,Da/Q,Negative m/z
A2,SAW2140-6-A2-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,0,Percentage Area,%,LCMS UV Peak percentage area
A2,SAW2140-6-A2-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,0,Area Absolute,AU,LCMS UV Peak absolute area
A2,SAW2140-6-A2-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,10,Expected Amount,umol,Amount of analyte expected in plate.
A2,SAW2140-6-A2-A1,OCc1cocn1,excess reactant,11,Expected Amount,umol,Amount of analyte expected in plate.
A2,SAW2140-6-A2-A1,Oc1cnc2ccccc2c1,byproduct,0.4807,Retention Time,min,Time at which compound elutes
A2,SAW2140-6-A2-A1,Oc1cnc2ccccc2c1,byproduct,146.13,ES+,Da/Q,Positive m/z
A2,SAW2140-6-A2-A1,Oc1cnc2ccccc2c1,byproduct,144.19,ES-,Da/Q,Negative m/z
A2,SAW2140-6-A2-A1,Oc1cnc2ccccc2c1,byproduct,5.08,Percentage Area,%,LCMS UV Peak percentage area
A2,SAW2140-6-A2-A1,Oc1cnc2ccccc2c1,byproduct,103736.3594,Area Absolute,AU,LCMS UV Peak absolute area
A2,SAW2140-6-A2-A1,Oc1cnc2ccccc2c1,byproduct,10,Expected Amount,umol,Amount of analyte expected in plate.
A2,SAW2140-6-A2-A1,Oc1cnc2ccccc2c1,byproduct,phenol bp,Analyte ID,N/A,ID of analyte in well.
A2,SAW2140-6-A2-A1,Oc1cnc2ccccc2c1,byproduct,phenol bp,Analyte Name,N/A,Name of analyte in well.
A2,SAW2140-6-A2-A1,Temperature,plate parameter,100,Temperature,C,Reaction temperature prior to analysis
A2,SAW2140-6-A2-A1,Time,plate parameter,18,Time,h,Reaction time prior to analysis.
A2,SAW2140-6-A2-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,1.4882,Retention Time,min,Time at which compound elutes
A2,SAW2140-6-A2-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,274.27,ES+,Da/Q,Positive m/z
A2,SAW2140-6-A2-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,-,ES-,Da/Q,Negative m/z
A2,SAW2140-6-A2-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,7.71,Percentage Area,%,LCMS UV Peak percentage area
A2,SAW2140-6-A2-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,157452.1875,Area Absolute,AU,LCMS UV Peak absolute area
A2,SAW2140-6-A2-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,2,Expected Amount,umol,Amount of analyte expected in plate.
A2,SAW2140-6-A2-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,91-73-6,Analyte ID,N/A,ID of analyte in well.
A2,SAW2140-6-A2-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,Dibenzylaniline,Analyte Name,N/A,Name of analyte in well.
A3,SAW2140-6-A3-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Retention Time,min,Time at which compound elutes
A3,SAW2140-6-A3-A1,Brc1cnc2ccccc2c1,limiting reactant,0,ES+,Da/Q,Positive m/z
A3,SAW2140-6-A3-A1,Brc1cnc2ccccc2c1,limiting reactant,0,ES-,Da/Q,Negative m/z
A3,SAW2140-6-A3-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Percentage Area,%,LCMS UV Peak percentage area
A3,SAW2140-6-A3-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Area Absolute,AU,LCMS UV Peak absolute area
A3,SAW2140-6-A3-A1,Brc1cnc2ccccc2c1,limiting reactant,10,Expected Amount,umol,Amount of analyte expected in plate.
A3,SAW2140-6-A3-A1,C1COCCO1,solvent1,100,Expected Amount,uL,Amount of analyte expected in plate.
A3,SAW2140-6-A3-A1,C1COCCO1,solvent1,123-91-1,Analyte ID,N/A,ID of analyte in well.
A3,SAW2140-6-A3-A1,C1COCCO1,solvent1,Dioxane,Analyte Name,N/A,Name of analyte in well.
A3,SAW2140-6-A3-A1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N,catalyst,1,Expected Amount,umol,Amount of analyte expected in plate.
A3,SAW2140-6-A3-A1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N,catalyst,1447963-75-8,Analyte ID,N/A,ID of analyte in well.
A3,SAW2140-6-A3-A1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N,catalyst,t-BuXPhos Pd G3,Analyte Name,N/A,Name of analyte in well.
A3,SAW2140-6-A3-A1,CSC.[Cu]Br,catalyst,0.1,Expected Amount,umol,Amount of analyte expected in plate.
A3,SAW2140-6-A3-A1,CSC.[Cu]Br,catalyst,54678-23-8,Analyte ID,N/A,ID of analyte in well.
A3,SAW2140-6-A3-A1,Impurity0,impurity,0.3677,Retention Time,min,Time at which compound elutes
A3,SAW2140-6-A3-A1,Impurity0,impurity,0,ES+,Da/Q,Positive m/z
A3,SAW2140-6-A3-A1,Impurity0,impurity,0,ES-,Da/Q,Negative m/z
A3,SAW2140-6-A3-A1,Impurity0,impurity,7.33,Percentage Area,%,LCMS UV Peak percentage area
A3,SAW2140-6-A3-A1,Impurity0,impurity,148878.6094,Area Absolute,AU,LCMS UV Peak absolute area
A3,SAW2140-6-A3-A1,Impurity1,impurity,0.4161,Retention Time,min,Time at which compound elutes
A3,SAW2140-6-A3-A1,Impurity1,impurity,0,ES+,Da/Q,Positive m/z
A3,SAW2140-6-A3-A1,Impurity1,impurity,0,ES-,Da/Q,Negative m/z
A3,SAW2140-6-A3-A1,Impurity1,impurity,3.63,Percentage Area,%,LCMS UV Peak percentage area
A3,SAW2140-6-A3-A1,Impurity1,impurity,73755.9219,Area Absolute,AU,LCMS UV Peak absolute area
A3,SAW2140-6-A3-A1,Impurity10,impurity,1.1269,Retention Time,min,Time at which compound elutes
A3,SAW2140-6-A3-A1,Impurity10,impurity,0,ES+,Da/Q,Positive m/z
A3,SAW2140-6-A3-A1,Impurity10,impurity,0,ES-,Da/Q,Negative m/z
A3,SAW2140-6-A3-A1,Impurity10,impurity,7.11,Percentage Area,%,LCMS UV Peak percentage area
A3,SAW2140-6-A3-A1,Impurity10,impurity,144475.9219,Area Absolute,AU,LCMS UV Peak absolute area
A3,SAW2140-6-A3-A1,Impurity13,impurity,1.4098,Retention Time,min,Time at which compound elutes
A3,SAW2140-6-A3-A1,Impurity13,impurity,0,ES+,Da/Q,Positive m/z
A3,SAW2140-6-A3-A1,Impurity13,impurity,0,ES-,Da/Q,Negative m/z
A3,SAW2140-6-A3-A1,Impurity13,impurity,3.09,Percentage Area,%,LCMS UV Peak percentage area
A3,SAW2140-6-A3-A1,Impurity13,impurity,62709.668,Area Absolute,AU,LCMS UV Peak absolute area
A3,SAW2140-6-A3-A1,Impurity14,impurity,1.6244,Retention Time,min,Time at which compound elutes
A3,SAW2140-6-A3-A1,Impurity14,impurity,0,ES+,Da/Q,Positive m/z
A3,SAW2140-6-A3-A1,Impurity14,impurity,0,ES-,Da/Q,Negative m/z
A3,SAW2140-6-A3-A1,Impurity14,impurity,2.33,Percentage Area,%,LCMS UV Peak percentage area
A3,SAW2140-6-A3-A1,Impurity14,impurity,47427.4297,Area Absolute,AU,LCMS UV Peak absolute area
A3,SAW2140-6-A3-A1,Impurity2,impurity,0.5215,Retention Time,min,Time at which compound elutes
A3,SAW2140-6-A3-A1,Impurity2,impurity,0,ES+,Da/Q,Positive m/z
A3,SAW2140-6-A3-A1,Impurity2,impurity,0,ES-,Da/Q,Negative m/z
A3,SAW2140-6-A3-A1,Impurity2,impurity,3.14,Percentage Area,%,LCMS UV Peak percentage area
A3,SAW2140-6-A3-A1,Impurity2,impurity,63696.7422,Area Absolute,AU,LCMS UV Peak absolute area
A3,SAW2140-6-A3-A1,Impurity3,impurity,0.5761,Retention Time,min,Time at which compound elutes
A3,SAW2140-6-A3-A1,Impurity3,impurity,0,ES+,Da/Q,Positive m/z
A3,SAW2140-6-A3-A1,Impurity3,impurity,0,ES-,Da/Q,Negative m/z
A3,SAW2140-6-A3-A1,Impurity3,impurity,1.95,Percentage Area,%,LCMS UV Peak percentage area
A3,SAW2140-6-A3-A1,Impurity3,impurity,39667.3281,Area Absolute,AU,LCMS UV Peak absolute area
A3,SAW2140-6-A3-A1,Impurity5,impurity,0.7869,Retention Time,min,Time at which compound elutes
A3,SAW2140-6-A3-A1,Impurity5,impurity,0,ES+,Da/Q,Positive m/z
A3,SAW2140-6-A3-A1,Impurity5,impurity,0,ES-,Da/Q,Negative m/z
A3,SAW2140-6-A3-A1,Impurity5,impurity,60.61,Percentage Area,%,LCMS UV Peak percentage area
A3,SAW2140-6-A3-A1,Impurity5,impurity,1231410.625,Area Absolute,AU,LCMS UV Peak absolute area
A3,SAW2140-6-A3-A1,O=C([O-])[O-].[Cs+].[Cs+],base,20,Expected Amount,umol,Amount of analyte expected in plate.
A3,SAW2140-6-A3-A1,O=C([O-])[O-].[Cs+].[Cs+],base,534-17-8,Analyte ID,N/A,ID of analyte in well.
A3,SAW2140-6-A3-A1,O=C([O-])[O-].[Cs+].[Cs+],base,Cesium Carbonate,Analyte Name,N/A,Name of analyte in well.
A3,SAW2140-6-A3-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,0.7328,Retention Time,min,Time at which compound elutes
A3,SAW2140-6-A3-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,227.22,ES+,Da/Q,Positive m/z
A3,SAW2140-6-A3-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,224.88,ES-,Da/Q,Negative m/z
A3,SAW2140-6-A3-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,2.87,Percentage Area,%,LCMS UV Peak percentage area
A3,SAW2140-6-A3-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,58236.9141,Area Absolute,AU,LCMS UV Peak absolute area
A3,SAW2140-6-A3-A1,OCc1coc(-c2cnc3ccccc3c2)n1,desired product,10,Expected Amount,umol,Amount of analyte expected in plate.
A3,SAW2140-6-A3-A1,OCc1cocn1,excess reactant,11,Expected Amount,umol,Amount of analyte expected in plate.
A3,SAW2140-6-A3-A1,Oc1cnc2ccccc2c1,byproduct,0,Retention Time,min,Time at which compound elutes
A3,SAW2140-6-A3-A1,Oc1cnc2ccccc2c1,byproduct,0,ES+,Da/Q,Positive m/z
A3,SAW2140-6-A3-A1,Oc1cnc2ccccc2c1,byproduct,0,ES-,Da/Q,Negative m/z
A3,SAW2140-6-A3-A1,Oc1cnc2ccccc2c1,byproduct,0,Percentage Area,%,LCMS UV Peak percentage area
A3,SAW2140-6-A3-A1,Oc1cnc2ccccc2c1,byproduct,0,Area Absolute,AU,LCMS UV Peak absolute area
A3,SAW2140-6-A3-A1,Oc1cnc2ccccc2c1,byproduct,10,Expected Amount,umol,Amount of analyte expected in plate.
A3,SAW2140-6-A3-A1,Oc1cnc2ccccc2c1,byproduct,phenol bp,Analyte ID,N/A,ID of analyte in well.
A3,SAW2140-6-A3-A1,Oc1cnc2ccccc2c1,byproduct,phenol bp,Analyte Name,N/A,Name of analyte in well.
A3,SAW2140-6-A3-A1,Temperature,plate parameter,100,Temperature,C,Reaction temperature prior to analysis
A3,SAW2140-6-A3-A1,Time,plate parameter,18,Time,h,Reaction time prior to analysis.
A3,SAW2140-6-A3-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,1.4882,Retention Time,min,Time at which compound elutes
A3,SAW2140-6-A3-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,274.27,ES+,Da/Q,Positive m/z
A3,SAW2140-6-A3-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,-,ES-,Da/Q,Negative m/z
A3,SAW2140-6-A3-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,7.94,Percentage Area,%,LCMS UV Peak percentage area
A3,SAW2140-6-A3-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,161379.5938,Area Absolute,AU,LCMS UV Peak absolute area
A3,SAW2140-6-A3-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,2,Expected Amount,umol,Amount of analyte expected in plate.
A3,SAW2140-6-A3-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,91-73-6,Analyte ID,N/A,ID of analyte in well.
A3,SAW2140-6-A3-A1,c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,internalstd,Dibenzylaniline,Analyte Name,N/A,Name of analyte in well.
A4,SAW2140-6-A4-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Retention Time,min,Time at which compound elutes
A4,SAW2140-6-A4-A1,Brc1cnc2ccccc2c1,limiting reactant,0,ES+,Da/Q,Positive m/z
A4,SAW2140-6-A4-A1,Brc1cnc2ccccc2c1,limiting reactant,0,ES-,Da/Q,Negative m/z
A4,SAW2140-6-A4-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Percentage Area,%,LCMS UV Peak percentage area
A4,SAW2140-6-A4-A1,Brc1cnc2ccccc2c1,limiting reactant,0,Area Absolute,AU,LCMS UV Peak absolute area
A4,SAW2140-6-A4-A1,Brc1cnc2ccccc2c1,limiting reactant,10,Expected Amount,umol,Amount of analyte expected in plate.
